57.5906,0.0845,2.6790,1.0000
58.2961,0.0855,2.6774,1.0000
58.8995,0.0886,2.6715,1.0000
59.4747,0.0924,2.6646,1.0000
60.1490,0.0960,2.6574,1.0000
61.0111,0.0995,2.6501,1.0000
61.8732,0.1030,2.6427,1.0000
61.7324,0.1062,2.6346,1.0000
54.9242,0.0431,2.7214,1.0000
54.6939,0.0401,2.7330,1.0000
54.4037,0.0377,2.7433,1.0000
53.7257,0.0363,2.7524,1.0000
52.5532,0.0364,2.7602,1.0000
51.3830,0.0365,2.7680,1.0000
51.6463,0.0379,2.7664,1.0000
51.9090,0.0393,2.7647,1.0000
52.7103,0.0422,2.7608,1.0000
53.9304,0.0462,2.7550,1.0000
54.9888,0.0495,2.7494,1.0000
54.9155,0.0484,2.7449,1.0000
54.8421,0.0473,2.7404,1.0000
54.5912,0.0438,2.7342,1.0000
54.2589,0.0391,2.7272,1.0000
53.8835,0.0361,2.7222,1.0000
53.3777,0.0376,2.7230,1.0000
52.9792,0.0604,2.7410,1.0000
53.4916,0.0596,2.7516,1.0000
54.0040,0.0588,2.7623,1.0000
54.0161,0.0563,2.7706,1.0000
53.9915,0.0537,2.7788,1.0000
53.8817,0.0533,2.7816,1.0000
53.6848,0.0550,2.7787,1.0000
53.5103,0.0567,2.7754,1.0000
53.7099,0.0562,2.7643,1.0000
53.9096,0.0558,2.7532,1.0000
55.0821,0.0542,2.7449,1.0000
56.8581,0.0520,2.7384,1.0000
58.0417,0.0492,2.7324,1.0000
56.5209,0.0441,2.7291,1.0000
55.0001,0.0391,2.7259,1.0000
54.7113,0.0386,2.7192,1.0000
54.8549,0.0397,2.7114,1.0000
55.4543,0.0419,2.7079,1.0000
57.1034,0.0464,2.7140,1.0000
58.7525,0.0509,2.7202,1.0000
58.8165,0.0549,2.7203,1.0000
58.6294,0.0587,2.7195,1.0000
58.2401,0.0624,2.7167,1.0000
57.5781,0.0656,2.7114,1.0000
56.9070,0.0690,2.7060,1.0000
56.3996,0.0680,2.7084,1.0000
55.8851,0.0671,2.7109,1.0000
55.1904,0.0641,2.7203,1.0000
54.3476,0.0594,2.7355,1.0000
53.4945,0.0545,2.7489,1.0000
52.5570,0.0469,2.7476,1.0000
51.4306,0.0389,2.7378,1.0000
51.5389,0.0414,2.7314,1.0000
51.7707,0.0479,2.7203,1.0000
52.0025,0.0544,2.7093,1.0000
52.1426,0.0550,2.7080,1.0000
52.2591,0.0540,2.7092,1.0000
52.4228,0.0522,2.7121,1.0000
52.6712,0.0490,2.7178,1.0000
52.9196,0.0458,2.7235,1.0000
53.2349,0.0463,2.7330,1.0000
55.4885,0.0771,2.7159,1.0000
55.5353,0.0761,2.7194,1.0000
55.4877,0.0770,2.7124,1.0000
51.9884,0.0498,2.7638,1.0000
51.9823,0.0508,2.7593,1.0000
51.9761,0.0519,2.7548,1.0000
57.2289,0.0910,2.6849,1.0000
57.1243,0.0883,2.6881,1.0000
56.5983,0.0858,2.6906,1.0000
56.0724,0.0833,2.6930,1.0000
56.0635,0.0816,2.6980,1.0000
56.3806,0.0806,2.7046,1.0000
56.6218,0.0795,2.7096,1.0000
56.5069,0.0784,2.7071,1.0000
56.3921,0.0774,2.7046,1.0000
55.9404,0.0764,2.6955,1.0000
53.3582,0.0529,2.7456,1.0000
53.6056,0.0536,2.7436,1.0000
53.8608,0.0550,2.7404,1.0000
54.1420,0.0590,2.7334,1.0000
54.4232,0.0630,2.7265,1.0000
55.0512,0.0616,2.7221,1.0000
55.7708,0.0587,2.7184,1.0000
56.2235,0.0569,2.7156,1.0000
56.1883,0.0572,2.7143,1.0000
56.1530,0.0574,2.7131,1.0000
56.2685,0.0592,2.7100,1.0000
56.3981,0.0611,2.7067,1.0000
56.7962,0.0640,2.7011,1.0000
57.4891,0.0681,2.6929,1.0000
58.1461,0.0721,2.6847,1.0000
57.9190,0.0753,2.6761,1.0000
